Store Name,Region,Brand,Category,Subcategory,Gender,MRP Bucket,Attribute 1,Attribute 2,Style,Season Tag,MRP,Size,EAN,Parent SKU,Store Stock,Distributed Stock,Post Distributed Stock,Reason,Replenishment Sales Qty,Initial Warehouse Stock,Remaining Warehouse Stock,Initial Planogram Gap,Remaining Planogram Gap
Siliguri Sevoke Road,WEST,AVANTA,FRAME,TR|FULL|ROUND,UNISEX,990,,,SYS163224,,990,FREE,SYS163224,AV 303039 - Avanta - Unisex - Trans/Green - 47 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,7,0,20,0
Badlapur Kulgaon Drishti Eye,WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162310,,2790,FREE,SYS162310,AM 0131 - Admyra - Female - Trans/Blue - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,5,0
Badlapur Kulgaon Drishti Eye,WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162316,,2790,FREE,SYS162316,AM 0133 - Admyra - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,5,0
Badlapur Kulgaon Drishti Eye,WEST,VOGUE,FRAME,METAL|FULL|SQUARE,UNISEX,5090,,,SYS162043,,5090,FREE,SYS162043,VO4340 - Vogue - Unisex - 280 - 51 - Full Frame - Square - Metal,0,1,1,WIDTH_INC,0,3,2,5,3
Vadodara Genda Circle,NORTH,ADMYRA,FRAME,METAL|FULL|CAT EYE,FEMALE,2490,,,SYS107517,,2490,FREE,SYS107517,AM 28003 - Admyra - Female - C1 - 52 - Full Frame - Cat Eye - Metal,0,1,1,WIDTH_INC,0,1,0,10,3
Ghaziabad RDC,NORTH,FRENCH CONNECTION,FRAME,SHEET|FULL|SQUARE,MALE,3490,,,SYS88651,,3490,FREE,SYS88651,FC 9761 - French Connection - Male - C1 - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,4,0,6,5
Noida GaurCity,NORTH,STEPPER,FRAME,SHEET|FULL|CAT EYE,FEMALE,7370,,,SYS106064,,7370,FREE,SYS106064,SI/30194 - Stepper - Female - F110 - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,1,0,1,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,METAL|FULL|SQUARE,MALE,1390,,,SYS166406,,1390,FREE,SYS166406,OB 1305 - OMBRA - Male - C1 - 53 - Sunglass - Square - Metal,0,1,1,WIDTH_INC,0,1,0,6,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166384,,1190,FREE,SYS166384,OB 98201P - OMBRA - Male - C1 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,1,6,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166385,,1190,FREE,SYS166385,OB 98201P - OMBRA - Male - C2 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,0,6,0
Rewari Sector 5,NORTH,AVANTA,FRAME,METAL|FULL|CAT EYE,FEMALE,1390,,,SYS165313,,1390,FREE,SYS165313,AV V1274 - Avanta - Female - C2 - 53 - Full Frame - Cat Eye - Metal,0,1,1,WIDTH_INC,0,4,3,39,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,SHEET|FULL|SQUARE,MALE,1590,,,SYS166471,,1590,FREE,SYS166471,OB 66804 - OMBRA - Male - C1 - 52 - Sunglass - Square - Sheet,0,1,1,WIDTH_INC,0,11,6,6,0
Rewari Sector 5,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,690,,,SYS165661,,690,FREE,SYS165661,AV 202433 - Avanta - Male - Gun - 52 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,1,0,39,0
Delhi Dwarka Vegas Mall Sec 14,NORTH,GUCCI,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,14900,,,SYS144533,,14900,FREE,SYS144533,GG1857S - Gucci - Male - 001 - 55 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,2,0,1,0
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS166800,,890,FREE,SYS166800,AV 270812 - Avanta - Male - Black - 50 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,20,0,30,0
Gurgaon Sector 51 M2K,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,990,,,SYS168568,,990,FREE,SYS168568,AV 8825711 - Avanta - Male - Gun - 52 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,15,9,5,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,SHEET|FULL|SQUARE,MALE,1190,,,SYS166360,,1190,FREE,SYS166360,OB 66528 - OMBRA - Male - C9 - 54 - Sunglass - Square - Sheet,0,1,1,WIDTH_INC,0,12,3,6,0
Karnal Model Town,NORTH,OMBRA,SUNGLASS,SHEET|FULL|SQUARE,MALE,1190,,,SYS166358,,1190,FREE,SYS166358,OB 66528 - OMBRA - Male - C2 - 54 - Sunglass - Square - Sheet,0,1,1,WIDTH_INC,0,12,9,6,0
Delhi Rohini Ring Road Mall,NORTH,RAYBAN JUNIOR,FRAME,SHEET|FULL|RECTANGLE,KIDS,4490,,,SYS152664,,4490,FREE,SYS152664,RY1586 - Rayban Junior - Kids - 3776 - 47 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,4,0,7,2
Delhi Rohini Ring Road Mall,NORTH,RAYBAN JUNIOR,FRAME,SHEET|FULL|RECTANGLE,KIDS,4490,,,SYS152666,,4490,FREE,SYS152666,RY1586 - Rayban Junior - Kids - 3832 - 49 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,3,0,7,2
Delhi Rohini Ring Road Mall,NORTH,RAYBAN JUNIOR,FRAME,SHEET|FULL|RECTANGLE,KIDS,3990,,,SYS152618,,3990,FREE,SYS152618,RY1904 - Rayban Junior - Kids - 3981 - 46 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,3,0,7,2
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,990,,,SYS166956,,990,FREE,SYS166956,AV TB6034 - Avanta - Male - C6 - 51 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,11,0,30,0
Delhi Dwarka Sec 09,NORTH,STEPPER,FRAME,SHEET|FULL|SQUARE,MALE,7370,,,SYS92185,,7370,FREE,SYS92185,SI/20064 - Stepper - Male - F250 - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,4,0
Noida MOI,NORTH,RAYBAN,SUNGLASS,SHEET|FULL|WAYFARER,UNISEX,45700,,,SYS165564,,45700,FREE,SYS165564,RW4012 - Rayban Meta - Unisex - 601S1Z - 53 - Sunglass - Wayfarer - Sheet,0,1,1,WIDTH_INC,0,1,0,13,0
Delhi Safdarjung Enclave,NORTH,STEPPER,FRAME,SHEET|FULL|SQUARE,MALE,6820,,,SYS113869,,6820,FREE,SYS113869,STS/10134 - Stepper - Male - F700 - 54 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,6,0
Navi Mumbai Nerul ( Shivam ),WEST,RAYBAN,FRAME,METAL|RIMLESS|SQUARE,MALE,5490,,,SYS76793,,5490,FREE,SYS76793,RX6483I - Rayban - Male - 2692 - 53 - Rimless - Square - Metal,0,1,1,WIDTH_INC,0,2,0,6,3
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,690,,,SYS113113,,690,FREE,SYS113113,AV 31004 - Avanta - Male - Gun - 48 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,0,149,0
Noida GaurCity,NORTH,RAYBAN,FRAME,METAL|RIMLESS|RECTANGLE,MALE,6190,,,SYS152600,,6190,FREE,SYS152600,RX6488I - Rayban - Male - 2502 - 53 - Rimless - Rectangle - Metal,0,1,1,WIDTH_INC,0,2,0,12,1
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|CAT EYE,KIDS,790,,,SYS168177,,790,FREE,SYS168177,AV 1007 - Avanta Kids - Kids - Transparent - 42 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,8,0,12,0
Badlapur Kulgaon Drishti Eye,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,267,247,10,0
Gurgaon Sector 51 M2K,NORTH,RAYBAN,SUNGLASS,SHEET|FULL|SQUARE,MALE,12690,,,SYS56432,,12690,FREE,SYS56432,RB4181 - Rayban - Male - 601/9A - 57 - Sunglass - Square - Sheet,0,1,1,WIDTH_INC,0,2,0,6,0
Gurgaon Sector 51 M2K,NORTH,RAYBAN,SUNGLASS,SHEET|FULL|SQUARE,MALE,11190,,,SYS56431,,11190,FREE,SYS56431,RB4181 - Rayban - Male - 601/71 - 57 - Sunglass - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,6,0
Ghaziabad RDC,NORTH,AVANTA,FRAME,TR|FULL|SQUARE,MALE,890,,,SYS168465,,890,FREE,SYS168465,AV 303032 - Avanta - Male - Black - 52 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,8,0,12,0
Delhi Safdarjung Enclave,NORTH,STEPPER,FRAME,TITANIUM|HALF|SQUARE,MALE,10780,,,SYS113806,,10780,FREE,SYS113806,SI/60178 - Stepper - Male - F500 - 53 - Half Frame - Square - Titanium,0,1,1,WIDTH_INC,0,2,0,6,0
Delhi Dwarka Krishna Mall,NORTH,RAYBAN,SUNGLASS,SHEET|FULL|RECTANGLE,UNISEX,13990,,,SYS157100,,13990,FREE,SYS157100,RB4454 - Rayban - Unisex - 667748 - 56 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,2,1,3,0
Delhi Dwarka Sec 09,NORTH,VOGUE JUNIOR,FRAME,SHEET|FULL|SQUARE,KIDS,3890,,,SYS145007,,3890,FREE,SYS145007,VY2033 - Vogue Junior - Kids - 2613 - 48 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,5,0
Delhi Dwarka Sec 09,NORTH,VOGUE JUNIOR,FRAME,SHEET|FULL|CAT EYE,KIDS,4490,,,SYS144944,,4490,FREE,SYS144944,VY2034 - Vogue Junior - Kids - 2726 - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,5,0
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|ROUND,KIDS,890,,,SYS168248,,890,FREE,SYS168248,AV 83009 - Avanta Kids - Kids - MT.Blue - 44 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,5,2,12,0
Ghaziabad RDC,NORTH,AVANTA,FRAME,METAL|RIMLESS|RECTANGLE,MALE,990,,,SYS168746,,990,FREE,SYS168746,AV ST1006 - Avanta - Male - Gun - 52 - Rimless - Rectangle - Metal,0,1,1,WIDTH_INC,0,9,4,12,0
Guwahati Rukminigaon TRC,EAST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,990,,,SYS166997,,990,FREE,SYS166997,AV 250904 - Avanta - Male - Black - 53 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,9,0,6,0
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|ROUND,KIDS,790,,,SYS168320,,790,FREE,SYS168320,AV 95008 - Avanta Kids - Kids - Grey/Pink - 43 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,6,0,12,0
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,790,,,SYS168343,,790,FREE,SYS168343,AV 95007 - Avanta Kids - Kids - MT.Pink - 45 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,6,0,12,0
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,790,,,SYS168340,,790,FREE,SYS168340,AV 95007 - Avanta Kids - Kids - Yellow - 45 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,6,0,12,0
Bhiwani Circular Road,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162316,,2790,FREE,SYS162316,AM 0133 - Admyra - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,4,1
Bhiwani Circular Road,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162310,,2790,FREE,SYS162310,AM 0131 - Admyra - Female - Trans/Blue - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,4,1
Delhi Dwarka Sec 09,NORTH,VOGUE,FRAME,SHEET|FULL|RECTANGLE,FEMALE,5090,,,SYS144799,,5090,FREE,SYS144799,VO5621 - Vogue - Female - 2942 - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,1,0,17,2
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS168299,,790,FREE,SYS168299,AV 95005 - Avanta Kids - Kids - MT.Blue - 45 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,10,0,12,0
Kolkata Madhyamgram,EAST,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67860,,2490,FREE,SYS67860,AM 039 - Admyra - Male - MT.Blue - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,106,69,16,3
Kolkata Madhyamgram,EAST,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67859,,2490,FREE,SYS67859,AM 039 - Admyra - Male - MT.Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,70,44,16,3
Kolkata Madhyamgram,EAST,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67858,,2490,FREE,SYS67858,AM 039 - Admyra - Male - D/Grey - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,74,53,16,3
Kolkata Madhyamgram,EAST,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67856,,2490,FREE,SYS67856,AM 039 - Admyra - Male - Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,103,53,16,3
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163987,,2190,FREE,SYS163987,AM 9909 - Admyra - Female - C4 - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,3,0,25,9
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163988,,2190,FREE,SYS163988,AM 9909 - Admyra - Female - C2 - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,3,0,25,9
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163975,,2190,FREE,SYS163975,AM 9906 - Admyra - Female - C3 - 52 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,25,9
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|SQUARE,MALE,2190,,,SYS163979,,2190,FREE,SYS163979,AM 9907 - Admyra - Male - C1 - 53 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,12,0,25,9
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163972,,2190,FREE,SYS163972,AM 9906 - Admyra - Female - C2 - 52 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,25,9
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163967,,2190,FREE,SYS163967,AM 9905 - Admyra - Female - C2 - 54 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,25,9
Delhi Dwarka Krishna Mall,NORTH,TOMMY HILFIGER,SUNGLASS,SHEET|FULL|SQUARE,MALE,7990,,,SYS105934,,7990,FREE,SYS105934,TH 1089 - Tommy Hilfiger - Male - C5 - 53 - Clip on - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,5,0
Ajmer Ramganj,WEST,AVANTA,FRAME,TR|FULL|SQUARE,MALE,990,,,SYS166959,,990,FREE,SYS166959,AV TB6041 - Avanta - Male - C1/5 - 51 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,12,0,21,0
Kharghar Laxmi Eye,WEST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,790,,,SYS118601,,790,FREE,SYS118601,AV 8021 - Avanta - Male - Black - 50 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,10,0,11,0
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,1490,,,SYS107431,,1490,FREE,SYS107431,AV TJ16605 - Avanta - Male - C2 - 52 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,1,0,59,0
Varanasi Mahmoorganj,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162306,,2790,FREE,SYS162306,AM 0131 - Admyra - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,47,41,14,4
Delhi Ashok Vihar Phase II,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67558,,2490,FREE,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,84,54,8,2
Delhi Ashok Vihar Phase II,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67557,,2490,FREE,SYS67557,AM 001 - Admyra - Male - D/Grey - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,72,40,8,2
Sikar Police Line Road I Max,WEST,AVANTA KIDS,FRAME,PEDIATRIC|FULL|RECTANGLE,KIDS,1690,,,SYS105984,,1690,FREE,SYS105984,AV TR688 - Avanta Kids - Kids - C1 - 43 - Full Frame - Rectangle - Pediatric,0,1,1,WIDTH_INC,0,5,0,4,0
Varanasi Mahmoorganj,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162309,,2790,FREE,SYS162309,AM 0131 - Admyra - Female - D/Green - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,50,38,14,4
Varanasi Mahmoorganj,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162310,,2790,FREE,SYS162310,AM 0131 - Admyra - Female - Trans/Blue - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,14,4
Varanasi Mahmoorganj,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162312,,2790,FREE,SYS162312,AM 0132 - Admyra - Female - D/Brown - 52 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,50,38,14,4
Ghaziabad RDC,NORTH,RAYBAN,FRAME,SHEET|FULL|SQUARE,UNISEX,7990,,,SYS79680,,7990,FREE,SYS79680,RX7228 - Rayban - Unisex - 2000 - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,9,5
Hyderabad Neo Retina (Abids),SOUTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115307,,2990,FREE,SYS115307,AM 101 - Admyra - Female - Trans/Green - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,16,15,6,0
Hyderabad Neo Retina (Abids),SOUTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115304,,2990,FREE,SYS115304,AM 101 - Admyra - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,29,27,6,0
Guwahati Rukminigaon TRC,EAST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167427,,890,FREE,SYS167427,AV 825071 - Avanta - Male - Gun - 48 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,1,6,0
Hyderabad Neo Retina (Abids),SOUTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115305,,2990,FREE,SYS115305,AM 101 - Admyra - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,37,36,6,0
Hyderabad Neo Retina (Abids),SOUTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115306,,2990,FREE,SYS115306,AM 101 - Admyra - Female - Purple - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,24,21,6,0
Surat Rander Road,WEST,AVANTA KIDS,FRAME,TR|FULL|ROUND,KIDS,990,,,SYS120886,,990,FREE,SYS120886,AV TR11532 - Avanta Kids - Kids - MT.Yellow - 47 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,1,0,4,0
Palwal New Colony,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS158368,,1190,FREE,SYS158368,AV 0064 - Avanta - Male - Black - 54 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,170,140,19,0
Palwal New Colony,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158378,,1190,FREE,SYS158378,AV 0061 - Avanta - Male - Black - 53 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,143,113,19,0
Palwal New Colony,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158416,,1190,FREE,SYS158416,AV 0068HD - Avanta - Unisex - D/Green - 48 - Full Frame - Round - Sheet,0,1,1,WIDTH_INC,0,17,10,19,0
Patiala Randhawa Eye,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,690,,,SYS143390,,690,FREE,SYS143390,AV 31004 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,8,0,29,0
Kamothe Laxmi Eye,WEST,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,790,,,SYS168336,,790,FREE,SYS168336,AV 95007 - Avanta Kids - Kids - Black - 45 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,6,0,1,0
Bhopal Hoshangabad Road,WEST,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,790,,,SYS168338,,790,FREE,SYS168338,AV 95007 - Avanta Kids - Kids - Grey/Pink - 45 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,6,0,5,0
Bhopal Hoshangabad Road,WEST,AVANTA KIDS,FRAME,TR|FULL|ROUND,KIDS,790,,,SYS168316,,790,FREE,SYS168316,AV 95008 - Avanta Kids - Kids - Trans/Purple - 43 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,6,0,5,0
Bhopal Hoshangabad Road,WEST,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS168299,,790,FREE,SYS168299,AV 95005 - Avanta Kids - Kids - MT.Blue - 45 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,10,0,5,0
Vijayawada Mogalrajpuram,SOUTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,490,,,SYS147811,,490,FREE,SYS147811,AV 31004 - Avanta - Male - Black - 48 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,6,4,38,0
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163970,,2190,FREE,SYS163970,AM 9906 - Admyra - Female - C6 - 52 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,1,0,17,1
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163969,,2190,FREE,SYS163969,AM 9905 - Admyra - Female - C1 - 54 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,17,1
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163974,,2190,FREE,SYS163974,AM 9906 - Admyra - Female - C5 - 52 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,17,1
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163976,,2190,FREE,SYS163976,AM 9906 - Admyra - Female - C4 - 52 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,1,0,17,1
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163988,,2190,FREE,SYS163988,AM 9909 - Admyra - Female - C2 - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,3,0,17,1
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,TR|FULL|CAT EYE,FEMALE,2190,,,SYS163991,,2190,FREE,SYS163991,AM 9909 - Admyra - Female - C3 - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,2,0,17,1
Ajmer Ramganj,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167431,,890,FREE,SYS167431,AV 825073 - Avanta - Male - Black - 49 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,0,21,0
Bhopal Hoshangabad Road,WEST,AVANTA KIDS,FRAME,TR|FULL|CAT EYE,KIDS,790,,,SYS168177,,790,FREE,SYS168177,AV 1007 - Avanta Kids - Kids - Transparent - 42 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,8,0,5,0
Noida Spectrum Mall,NORTH,RAYBAN JUNIOR,FRAME,SHEET|FULL|RECTANGLE,KIDS,5390,,,SYS76794,,5390,FREE,SYS76794,RY1555 - Rayban Junior - Kids - 3667 - 48 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,2,0,2,0
Bhopal Hoshangabad Road,WEST,RAYBAN,FRAME,SHEET|FULL|SQUARE,UNISEX,11090,,,SYS168914,,11090,FREE,SYS168914,RX7397 - Rayban - Unisex - 8088 - 52 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,2,0,4,1
Panvel Laxmi Eye,WEST,RAYBAN,FRAME,METAL|HALF|SQUARE,MALE,5590,,,SYS162024,,5590,FREE,SYS162024,RX6546I - Rayban - Male - 2500 - 53 - Half Frame - Square - Metal,0,1,1,WIDTH_INC,0,1,0,4,0
Delhi Vikaspuri Najafgarh Road,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67558,,2490,FREE,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,84,54,6,1
Delhi Vikaspuri Najafgarh Road,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67557,,2490,FREE,SYS67557,AM 001 - Admyra - Male - D/Grey - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,72,40,6,1
