Barcode No.,Item Code,Item Name,Item Category,HSN Code,Quantity,MRP,Net Amount,Facility,Facility Name
2674243,SYS168247,AV 83009 - Avanta Kids - Kids - MT.Grey - 44 - Full Frame - Round - TR,Frame,90031100,1,890.0,890.0,Greater Noida West Nirala Estate,Greater Noida West Nirala Estate
674279,SYS144604,AM 119 - Admyra - Female - Trans/Blue - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2334.38,2217.66,Jaipur Vaishali Nagar,Jaipur Vaishali Nagar
447688,SYS76492,AM OLD6084 - Admyra - Female - C2 Copper - 54 - Full Frame - Cat Eye - Metal,frame,90031100,1,553.0,470.64,Patna Kankarbagh,Patna Kankarbagh
743889,SYS144915,RX7256 - Rayban - Unisex - 8320 - 51 - Full Frame - Square - Sheet,frame,90031100,1,8709.38,8709.38,Dehradun Chakrata Road TEC,Dehradun Chakrata Road TEC
2674337,SYS168342,AV 95007 - Avanta Kids - Kids - Purple/Pink - 45 - Full Frame - Rectangle - TR,Frame,90031100,1,790.0,668.78,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2752383,SYS170366,AV 743107 - Avanta - Male - Black - 50 - Supra - Rectangle - Metal,frame,90031100,1,790.0,632.0,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
FSYS2857-281,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
877545,SYS158389,AV 0065 - Avanta - Male - D/Brown - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1115.63,1046.37,Palwal New Colony,Palwal New Colony
443530,SYS142615,OD5002 - One Degree - Unisex - A1E1 - 52 - Half Frame - Rectangle - Titanium,frame,90031100,1,7490.625,6596.17,Patna Kankarbagh,Patna Kankarbagh
2669243,SYS166271,I948505 - Inmater - Female - Mix - 48 - Full Frame - Hexagon - TR,frame,90031100,1,890.0,809.09,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2672795,SYS167184,AV M106 - Avanta - Male - Demi - 50 - Full Frame - Rectangle - TR,frame,90031100,1,390.0,357.69,Jabalpur Napier Town,Jabalpur Napier Town
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2749998,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Gurgaon Sec 29,Gurgaon Sec 29
2663381,SYS163571,AV 202440 - Avanta - Female - Pink/Silver - 50 - Half Frame - Rectangle - Metal,frame,90031100,1,990.0,792.0,Dombivli (East) Laxmi Eye,Dombivli (East) Laxmi Eye
2662986,SYS163201,AV 303035 - Avanta - Male - Transparent - 53 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,827.76,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2666131,SYS165238,AV ZC1602 - Avanta Kids - Kids - C7 - 45 - Full Frame - Round - Pediatric,frame,90031100,1,1690.0,1690.0,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2675003,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,frame,90031100,1,1190.0,1009.86,Rewari Sector 5,Rewari Sector 5
934800,SYS114394,AM 103 - Admyra - Male - D/Brown - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,3084.375,2676.25,Patna Kankarbagh,Patna Kankarbagh
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2673576,SYS167777,AV CA005 - Avanta - Male - Black - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,490.0,445.45,Palwal New Colony,Palwal New Colony
2663735,SYS163879,AV TR1006 - Avanta - Male - Trans/Grey - 50 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,826.97,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,191.27,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,119.54,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2662072,SYS162739,AV MB07/18 - Avanta - Male - C36 - 48 - Full Frame - Square - TR,frame,90031100,1,990.0,946.77,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2658240,SYS162261,RX7047 - Rayban - Male - 2012 - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,7290.0,5832.0,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2666246,SYS164557,AV 55008 - Avanta Kids - Kids - Purple - 46 - Full Frame - Square - TR,frame,90031100,1,790.0,702.22,Prayagraj Tashkent Marg,Prayagraj Tashkent Marg
2752576,SYS163944,AM 9901 - Admyra - Male - C1 - 53 - Full Frame - Square - TR,frame,90031100,1,2190.0,2067.26,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
967306,SYS47266,AV 1133 - Avanta - Female - SH.Blue - 52 - Full Frame - Cat Eye - TR,frame,90031100,1,178.13,178.13,Agra Ashoka Plaza,Agra Ashoka Plaza
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
56828,SYS161325,AV 20227 - Avanta - Male - Trans/Blue - 50 - Full Frame - Rectangle - TR,frame,90031100,1,690.0,578.21,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Rewari Sector 5,Rewari Sector 5
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2673191,SYS167535,AV 65809 - Avanta - Female - Gun - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,890.0,Dehradun Chakrata Road TEC,Dehradun Chakrata Road TEC
2752081,SYS170070,AV 65806 - Avanta - Female - Gun - 51 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,744.77,Rewari Sector 5,Rewari Sector 5
2674620,SYS167931,AV 202534 - Avanta - Male - MT.Blue - 53 - Full Frame - Square - TR,frame,90031100,1,890.0,809.09,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Hisar Sec 14,Hisar Sec 14
612087,SYS106883,MF4010 - MiraFlex - kids - L357 - 51 - Full Frame - Cat Eye - Sheet,Frame,90031100,1,2803.13,2616.01,Noida Spectrum Mall,Noida Spectrum Mall
2752978,SYS170891,AV 251009 - Avanta - Male - C4 - 52 - Full Frame - Square - TR,frame,90031100,1,890.0,809.09,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2749876,SYS42076,VO5010I - Vogue - Female - W44 - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,4290.0,4064.6,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2666661,SYS165358,AV JM8811 - Avanta - Female - C4 - 53 - Half Frame - Cat Eye - Metal,frame,90031100,1,1190.0,1071.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2674993,SYS158392,AV 0065 - Avanta - Male - Trans/Grey - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1063.4,Surat City Light Road,Surat City Light Road
2752077,SYS170066,AV 65806 - Avanta - Female - Gold - 51 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,712.0,Karnal Model Town,Karnal Model Town
2673060,SYS68165,AV 31005 - Avanta - Male - Gun - 49 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,632.0,Karnal Model Town,Karnal Model Town
336758,SYS75605,OB 2285 - OMBRA - Male - Gold/Brown - 55 - Full SG - Square - Metal,goggles,90041000,1,390.0,200.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
57296,SYS161903,TH 6359 - Tommy Hilfiger - Male - C4 - 53 - Rimless - Rectangle - Metal,frame,90031100,1,8190.0,5733.0,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2752956,SYS170869,AV 251002 - Avanta - Male - C1 - 50 - Full Frame - Square - TR,frame,90031100,1,890.0,801.0,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2752994,SYS170907,AV 250031 - Avanta - Male - C7 - 51 - Full Frame - Square - TR,frame,90031100,1,1190.0,600.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
614932,SYS67578,AV 023 - Avanta - Unisex - D/Blue - 48 - Full Frame - Round - Sheet,frame,90031100,1,1396.88,1185.14,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
364920,SYS142581,AM 106 - Admyra - Male - Transparent - 50 - Full Frame - Wayfarer - Sheet,frame,90031100,1,2053.13,1823.19,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
2752506,SYS120991,AV 18881 - Avanta - Male - MT.Grey - 53 - Full Frame - Square - TR,frame,90031100,1,790.0,711.0,Karnal Model Town,Karnal Model Town
2663109,SYS163316,AV 1254809 - Avanta - Unisex - Purple - 47 - Full Frame - Round - Metal,frame,90031100,1,1190.0,1078.05,Gorakhpur Mughlaha,Gorakhpur Mughlaha
SYS7579-7,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Indirapuram Shakti Khand Eros Market,Indirapuram Shakti Khand Eros Market
2753245,SYS145080,AV BY96012 - Avanta Kids - Kids - C3 - 45 - Full Frame - Round - Pediatric,frame,90031100,1,1690.0,1352.0,Karnal Model Town,Karnal Model Town
2751946,SYS169935,AV 99520405 - Avanta - Male - Black - 53 - Full Frame - Square - Metal,frame,90031100,1,1190.0,952.0,Karnal Model Town,Karnal Model Town
2672806,SYS167195,AV 28308 - Avanta - Female - C1 - 48 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,742.5,Kolkata Madhyamgram,Kolkata Madhyamgram
2675647,SYS168816,AV 6804 - Avanta - Male - Gold - 52 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,668.78,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
2753434,SYS171211,AV 254703 - Avanta - Female - Trans/Pink - 47 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,891.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2662712,SYS142673,AM 109 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,frame,90031100,1,2054.0,1650.74,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2751969,SYS169958,AV 527435 - Avanta - Male - Gun - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,632.0,Karnal Model Town,Karnal Model Town
384950,SYS153126,AV CS003 - Avanta Kids - Kids - C3 - 46 - Full Frame - Square - TR,frame,90031100,1,928.13,742.5,Karnal Model Town,Karnal Model Town
2749998,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Gurgaon Sec 29,Gurgaon Sec 29
2663665,SYS163809,AV 625008 - Avanta - Male - Silver - 50 - Full Frame - Square - Metal,frame,90031100,1,990.0,841.5,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2675238,SYS163222,AV 303039 - Avanta - Unisex - MT.Green - 47 - Full Frame - Round - TR,frame,90031100,1,890.0,797.01,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2751540,SYS169802,AM G186018 - Admyra - Male - Gold - 53 - Full Frame - Rectangle - Metal,frame,90031100,1,2190.0,1761.69,Karnal Model Town,Karnal Model Town
2673306,SYS167642,AV TR11523 - Avanta Kids - Kids - Transparent - 46 - Full Frame - Rectangle - TR,Frame,90031100,1,790.0,668.78,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2753380,SYS171157,AV 75005 - Avanta - Male - Trans/Green - 50 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,801.0,Panvel Laxmi Eye,Panvel Laxmi Eye
895736,SYS146666,AV TR1004 - Avanta Kids - Kids - Brown - 42 - Full Frame - Round - TR,frame,90031100,1,646.88,323.44,Ranchi Kutchery Road,Ranchi Kutchery Road
588705,SYS153694,S945103 - Shinele - Unisex - Mix - 52 - Rimless - Rectangle - Metal,frame,90031100,1,834.0,834.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2672882,SYS167271,AV 61304 - Avanta - Male - MT.Grey - 51 - Full Frame - Rectangle - TR,Frame,90031100,1,990.0,819.88,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Agra Ashoka Plaza,Agra Ashoka Plaza
2752412,SYS170389,AV 182027 - Avanta - Female - Trans/Yellow - 50 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1490.0,1266.5,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2675980,SYS168913,RX5451 - Rayban - Unisex - 2012 - 50 - Full Frame - Square - Sheet,frame,90031100,1,8290.0,7461.0,Noida Sec 50,Noida Sec 50
2674742,SYS168045,AV T011 - Avanta - Male - Black - 51 - Full Frame - Square - TR,Frame,90031100,1,690.0,623.84,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2658453,SYS162319,AM 0133 - Admyra - Female - Trans/Green - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2790.0,2335.52,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2673517,SYS167726,AV TC311 - Avanta Kids - Kids - C3 - 44 - Full Frame - Oval - Pediatric,frame,90031100,1,1390.0,1263.64,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2664368,SYS164485,AV TR11532 - Avanta Kids - Kids - Trans/Pink - 47 - Full Frame - Round - TR,frame,90031100,1,790.0,711.0,Delhi Shahdara,Delhi Shahdara
2752949,SYS170862,AV 251001 - Avanta - Unisex - C2 - 47 - Full Frame - Hexagon - TR,frame,90031100,1,890.0,793.83,Patiala Randhawa Eye,Patiala Randhawa Eye
2662709,SYS139959,AM 115 - Admyra - Female - Teal - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2054.0,1832.06,Patiala Randhawa Eye,Patiala Randhawa Eye
567892,SYS152804,AV RD1502 - Avanta - Unisex - C2 - 49 - Full Frame - Hexagon - Metal,frame,90031100,1,1396.875,1099.04,Hisar Sec 14,Hisar Sec 14
458025,SYS158584,AM 0125 - Admyra - Male - Trans/Brown - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,2053.13,1642.5,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2675006,SYS67557,AM 001 - Admyra - Male - D/Grey - 53 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2102.68,Delhi Vikaspuri Najafgarh Road,Delhi Vikaspuri Najafgarh Road
302182,SYS43979,LF 6253 - Rewrite - Unisex - Gold - 53 - Full Frame - Rectangle - Metal,frame,90031100,1,365.63,310.79,Delhi Preet Vihar Vikas Marg,Delhi Preet Vihar Vikas Marg
2752278,SYS170261,AV 80199 - Avanta - Male - Copper - 52 - Supra - Rectangle - Metal,frame,90031100,1,890.0,799.2,Patiala Randhawa Eye,Patiala Randhawa Eye
509132,SYS153157,AV CS007 - Avanta Kids - Kids - Black - 49 - Full Frame - Square - TR,frame,90031100,1,928.125,833.44,Patiala Randhawa Eye,Patiala Randhawa Eye
2675004,SYS67555,AM 001 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2245.1,Kolkata AJC Bose Road,Kolkata AJC Bose Road
863333,SYS142402,AV 0044 - Avanta - Male - Brown - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1396.88,1117.5,Dombivli (East) Laxmi Eye,Dombivli (East) Laxmi Eye
2673175,SYS167519,AV RSA1009 - Avanta - Male - Silver - 50 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,770.73,Jaipur Malviya Nagar,Jaipur Malviya Nagar
646796,SYS142667,AM 120 - Admyra - Male - Trans/Blk - 55 - Full Frame - Rectangle - Sheet,frame,90031100,1,2334.38,1867.5,Ajmer Ramganj,Ajmer Ramganj
2674626,SYS167937,AV 202533 - Avanta - Male - D/Blue - 52 - Full Frame - Square - TR,frame,90031100,1,890.0,756.5,Delhi Shahdara,Delhi Shahdara
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2675845,SYS168881,AV 88604 - Avanta - Male - Pink - 53 - Rimless - Rectangle - Metal,Frame,90031100,1,790.0,660.84,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2669000,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2752289,SYS170272,AV 80198 - Avanta - Male - Gun - 52 - Supra - Rectangle - Metal,frame,90031100,1,890.0,801.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2661912,SYS144499,RX5444I - Rayban - Female - 2000 - 52 - Full Frame - Cat Eye - Sheet,frame,90031100,1,5890.0,5498.96,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2661566,SYS158418,AV 0066 - Avanta - Female - Black - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,1071.42,Siliguri Sevoke Road,Siliguri Sevoke Road
2672565,SYS166954,AV 50046 - Avanta - Male - C1 - 50 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,900.0,Patiala Randhawa Eye,Patiala Randhawa Eye
2752951,SYS170864,AV 251001 - Avanta - Unisex - C3 - 47 - Full Frame - Hexagon - TR,frame,90031100,1,890.0,809.09,Patiala Randhawa Eye,Patiala Randhawa Eye
2751409,SYS169687,OB 3832 - Ombra - Unisex - Blk/Grey - 52 - Sunglass - Rectangle - Metal,goggles,90041000,1,1990.0,1782.45,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
56913,SYS161484,AV 132003 - Avanta - Male - MT.D/Blue - 50 - Full Frame - Square - TR,frame,90031100,1,990.0,886.75,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2752761,SYS170674,AV 568801 - Avanta - Unisex - Trans/Green - 47 - Full Frame - Round - TR,frame,90031100,1,890.0,867.69,Sikar Police Line Road I Max,Sikar Police Line Road I Max
627629,SYS121524,AV 18886 - Avanta - Male - MT.Grey - 49 - Full Frame - Round - TR,frame,90031100,1,928.13,788.91,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
2749871,SYS78185,VO4295I - Vogue - Male - 352S - 54 - Supra - Rectangle - Metal,frame,90031100,1,4190.0,3561.5,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
2662406,SYS163007,AV 147002 - Avanta - Male - C6 - 52 - Full Frame - Square - TR,frame,90031100,1,990.0,756.1,Gaya Chanakyapuri Colony,Gaya Chanakyapuri Colony
2670530,SYS166538,OB DF/4413 - OMBRA - Male - C6 - 57 - Sunglass - Wayfarer - Sheet,goggles,90041000,1,1590.0,1343.08,Delhi Vikaspuri Najafgarh Road,Delhi Vikaspuri Najafgarh Road
930008,SYS146800,VO5621 - Vogue - Female - 3065 - 53 - Full Frame - Rectangle - Sheet,Frame,90031100,1,4771.88,3872.01,Noida Spectrum Mall,Noida Spectrum Mall
2751528,SYS169790,AM D3590 - Admyra - Female - C1 - 53 - Full Frame - Square - Metal,Frame,90031100,1,2790.0,2348.15,Indore Vijay Nagar,Indore Vijay Nagar
2675230,SYS168453,AV 303038 - Avanta - Male - MT.Blk - 51 - Full Frame - Rectangle - TR,Frame,90031100,1,890.0,800.85,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2665417,SYS144938,RX5389I - Rayban - Male - 8448 - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,5890.0,5117.29,Patiala Randhawa Eye,Patiala Randhawa Eye
2751148,SYS12271,RX7027I - Rayban - Male - 2012 - 54 - Full Frame - Square - Sheet,frame,90031100,1,5690.0,5061.84,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2667295,SYS163989,AM 9909 - Admyra - Female - C1 - 51 - Full Frame - Cat Eye - TR,frame,90031100,1,2190.0,2190.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2748084,SYS68051,AM 010 - Admyra - Male - Blue - 56 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2262.41,Delhi Vikaspuri Najafgarh Road,Delhi Vikaspuri Najafgarh Road
2675635,SYS168804,AV 6850 - Avanta - Male - Silver - 52 - Supra - Rectangle - Metal,frame,90031100,1,790.0,790.0,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
920529,SYS139937,AM 113 - Admyra - Male - D/Green - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,2053.13,1795.25,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
2675173,SYS168403,AV ZXA42008 - Avanta - Male - Copper - 50 - Full Frame - Rectangle - Metal,Frame,90031100,1,790.0,653.07,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2665204,SYS121196,VO5013I - Vogue - Male - 2820 - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,3590.0,2872.0,Panchkula Sector 2,Panchkula Sector 2
2672609,SYS166998,AV 250904 - Avanta - Male - Grey - 53 - Full Frame - Rectangle - TR,Frame,90031100,1,990.0,838.05,Indore Vijay Nagar,Indore Vijay Nagar
861980,SYS118474,AV X2890 - Avanta - Male - Silver - 52 - Half Frame - Rectangle - Metal,frame,90031100,1,928.13,788.91,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2675171,SYS168401,AV ZXA42008 - Avanta - Male - Gun - 50 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,727.91,Kanpur Mall Road,Kanpur Mall Road
2675653,SYS168822,AV 6809 - Avanta - Male - Black - 53 - Supra - Rectangle - Metal,frame,90031100,1,790.0,632.0,Hisar Sec 14,Hisar Sec 14
55787,SYS160997,AV 132003 - Avanta - Male - D.Green - 50 - Full Frame - Square - TR,frame,90031100,1,990.0,883.33,Surat Rander Road,Surat Rander Road
2674989,SYS158388,AV 0065 - Avanta - Male - Black - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1190.0,Varanasi Mahmoorganj,Varanasi Mahmoorganj
2667430,SYS121737,FC 8298 - French Connection - Male - C3 - 55 - Full Frame - Rectangle - Sheet,frame,90031100,1,4250.0,3400.0,Panchkula Sector 2,Panchkula Sector 2
2665198,SYS117308,VO4314I - Vogue - Male - 280 - 53 - Rimless - Rectangle - Metal,frame,90031100,1,4390.0,3760.6,Dehradun Chakrata Road TEC,Dehradun Chakrata Road TEC
2674823,SYS168087,AV 8029 - Avanta - Unisex - Brown - 46 - Full Frame - Round - TR,Frame,90031100,1,890.0,774.88,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2748078,SYS158497,AV 0075 - Avanta - Male - D/Brown - 50 - Full Frame - Square - Sheet,Frame,90031100,1,1190.0,1036.07,RATAN JYOTI ENTERPRISES,RATAN JYOTI ENTERPRISES
2751822,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2749896,SYS72201,VO5508I - Vogue - Male - W44 - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,3090.0,2476.11,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2674988,SYS158372,AV 0064 - Avanta - Male - Trans/Grey - 54 - Full Frame - Square - Sheet,frame,90031100,1,1190.0,622.2,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2667366,SYS165675,AV 56809 - Avanta - Male - Gun - 53 - Supra - Rectangle - Metal,frame,90031100,1,790.0,668.79,Gurgaon Dhanak Basti New Railway Road,Gurgaon Dhanak Basti New Railway Road
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
394310,SYS117148,AV 56073 - Avanta - Male - C5 - 55 - Full Frame - Square - Metal,frame,90031100,1,1678.0,1342.4,Hyderabad Hayathnagar,Hyderabad Hayathnagar
2676086,SYS158411,AV 0072HD - Avanta - Female - Blue - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,595.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2750672,SYS158501,AV 0073 - Avanta - Male - Black - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,595.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2658423,SYS162299,AM 0127 - Admyra - Female - Green - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2490.0,1245.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
